,Message
18498,Oh. So when u taking me shopping? :)
18499,"Yes, just hope they don't turn my phone off by then."
18500,What time u go in?
18502,"So go home order a pizza, have a drink or 6 and you'll forget all about those customers."
18503,BTW I'm coming over for some pizza. I'm starving right now.
18506,Cause u love me :)
18507,You know u love it.
18508,I never do.
18511,Hey they haven't turned my phone off yet. Woohoo!
18512,R u alive?
18513,Let's go shopping!
18514,I know. Well I get my tax refund on Thursday so if they cut it off it won't be for that long.
18516,Pizza!
18517,Did u already do your taxes?
18519,Boo u never buy me nothing!
18520,And that's why I get to rub things in your face!
18521,Weren't u supposed to take me shopping today?
18523,"Please sms me the details of tomorrow 's viewings, can't take phonecalls past 7pm. Thanks"
18524,"Hi Stewart, today at <#> ok for villa verde. Let us know where weneed to meet. Thanks. For Warren, Sunday is better."
18525,Ok. He's sleeping now. Will pack with the beer.
18527,"Nope, that's it. :-) thanks"
18528,"Hi Stewart, thanks for you and your wife's help today. For the unittoday, how big is the footage? It is <#> in land but what in builtup? We may be interested in giving an offer. Thanks. Also, when wouldit be available to start reno?"
18530,"Hi, I'm interested in knowing about your advertised Villa Verde unit.Can you tell me the house number and street, and approx built in area?Thank you, Min"
18531,"Hi, I'm interested in your Villa Verde unit. Can you tell the housenumber and street and approx built up GSF area? Thanks, Min"
18533,"Hi. I'm interested in your Villa Verde unit. Can you tell me thehouse number and street and approx built in GSF area? Thanks, Min"
18534,"Hi, I'm interested in your Villa Verde unit. Can you tell me thehouse number and street, and the approx built in GSF area? Thanks,Min"
18536,"Hi Stewart, please Ler me know what the arrangements are withKesmond. I need to call him back later. Thanks"
18537,"Hi Stewart, can you help arrange the other two on next Wed lateafternoon eg ~5pm? Also, can you get any photographs of today's unit<#> avenue to us? Thank you for your help."
18725,R u coming over tonight
18726,What time do u get off work
18727,Do u have to work tomorrow
18728,R we playing hoops saturday
18729,did u get my message last night
18737,What time are you back. Thomas and Lynne are here.Mum X
18738,Are you back for tea? Love Mum x
18739,What lunch are you on? Gin X
18741,wanna play GoW ? i'm online.
18743,"Hey, where are u ? i'm waiting"
18753,yea we need to keep playing it was fun
18755,yea where is it at
18757,It was nice seeing you last night. You should come around more often
18758,Alright see you then
18759,To worried about school. I totally regret it now lol
18760,"Thats the sad part, ive lived here like all my life and havent done much in my adult years"
18762,top notch see you then x x x
18763,"yeah thats good, il come yours first if you want and drive? half 1 is good for me x"
18765,ok im just getting ready :)
18766,okie pokey x
18768,sorry for not answering your telemarketing calls earlier
18769,Ga! I want to soo bad!
18771,Na you seem busy. Its not a big deal
18787,Looks like you've got the wrong number. This is Brandon
18788,Alicia! This is Brandon. When's our rehearsal for the voice event with Tali?
18789,Who is this! What!
18792,Haha nice! The <#> rest stops are so nice. You guys are going to have so much fun!
18793,Seriously! No tengo dinero :'( haha aww I bet he's so excited!
18794,Yeah I really really hope so!!!!!!!!!!!!!
18795,Mr.darcy was here on January <#> th! It's too late now :'(
18796,I heard that! So awesome.
18797,Haha sounds good! It was nice talking to you!
18800,Awesome thank you! I'll leave here in like ten minutes. Tell Shevawn I said hi!
18801,I shall! :)
18802,I'm here!
18803,"Hey mom! Sorry for the delayed response. Thank you so much! I just played one of my original songs in the Wild Beast. This pop song writer gave us all kinds of information on the industry, and advice on pop song structure. Super cool! It looks like the fafsa's all filled out, so I'm gonna talk to financial aid tomorrow. Thanks again!"
18804,Philly Billy. We're hanging out tonight. Just a heads up
18805,Hell to the yeeuh!
18808,Yo dude man. What are you doing tonight?
18812,Oh wow thank you so much! I'll be there around midnight
18813,Hey! I'm at the soquel high pancake breakfast
18814,"She did a ride along with a cop last night until 2, so she's still asleep. Haha and I'm really tired too!"
18816,"Hey! I just got back. I picked up some class supplies at target (notebooks, paper, pens etc.) and ordered one of my books off Amazon. I still need to get a couple more books for class this week, so if you could transfer some moolah over ASAP that would be so great! I'm going to talk to financial aid tomorrow, and I'll be sure to let you know how things go. Thanks for everything and talk to you soon!"
18817,Thank you thank you thank you!
18818,You are suuuuuch a stud! Did you fix office?
18820,"Dude I know he probably thinks it's a excuse, but that actually is the weekend of my mom's birthday. I would be so down to perform at redcat otherwise"
18822,Heck to the yeah man! :)
18825,KAAAAAAAATTIE!!!! what is our reading for French diction?
18827,Yo dude I totally forgot my keys. Can you leave the room unlocked?
18830,Haha I think you've got the wrong guy
18831,Brandon Becker
18833,Chilling with some friends! Who is this?
18834,I got a new phone so I lost all my contacts!
18835,Haha cool! This is Brandon Becker
18836,I'm <#> . This number totally looks familiar
18838,Nice nice. Haha I don't know why your name and number sound so familiar
18839,"You're super attractive! I would totally send you a pic if a) I was single, and b) it wasn't totally illegal for me to do so."
18842,Haha I didn't know that! I thought you still went to harbor. Lol nervermind then
18844,Haha nice!
18845,It was sick! I just got out of the shower.
18847,Oh I got that all sorted out! Calarts has my transcripts. I'm coming home Friday night :)
18848,Aaaamber it's Brandon give me dad's phone number!
18850,Okay sounds good!!
18852,Haha of course!
18853,Already done!
18854,Are you almost here?
18855,Hey mom! just letting you know that I got back to school safely
18856,Dude not yet man! I'm going in a couple minutes
18857,Yo dude can you leave the door unlocked when you leave? I forgot my keys again
18860,Dude f'sho man! Let's hang tonight. I'll text you at like seven or so. 5 3 1
18862,Oh sheeit where is that?
18863,Shit Charles! Well if you don't go maybe we can hang like <TIME> ish
18864,F'shoman! I'll be at the thang anyway
18865,The dance thang mayne! When does it start?
18866,Haha u guess I'm not going today!
18867,*i
18868,S'what I'm talking about! You wanna hang soon?
18870,I'll come at nine yo!
18871,Dude nooooooo! Like <#> mins?
18873,Do0d I'm gonna come over!
18875,Dood can I come over?
18876,Okay five minutes yo!
18877,Haha pretty good! You?
18878,Sweet! At least you have most of the day to yourself now :)
18879,Shweet! I'm going to the gym :)
18880,Sounds goot my loff!
18882,I love you so much. I just got out
18883,Nice! For mairin's play?
18884,Sweetness. Yeah I'm just doing some homework
18885,Yes we should! When can you?
18887,Sure! You can just text me when you get back to your house or something :)
18888,I love you so much too! :*
18891,Haha oh no! Well that works because I'm still doing homework! But I can talk :)
18892,I love you too! My voice is feeling % <#> recovered :)
18894,Haha aww! I would if I could :)
18895,Woo hoo! I'm SHTILL translating this French poem :O
18896,You've been really good with exercising!
18897,Oh no. Oh my baby :*
18898,Aww babe :( eet weel be better soon!
18899,Shweet! Yeah I can totally Skype
18900,"Hello dahling! I'm dine with classes for the day, and just have rehearsal <TIME> to 3. Love you! :*"
18902,Hello b-b-baby!
18903,I'm good! Just walking back to the dorms :)
18904,Hooray! Do you have rehearsal today?
18905,Woah that's so awesome! I forgot :) tell Ruby I say hi!
18906,Haha sweet! In going on a run today :)
18910,Sounds goot! :) talk to you later
18911,Hello hello! I just finished a run and am going to take a quick shower!
18912,Hullo Hullo! How art thou?
18913,Whaaaaaaaat the heck!!!! My phone didn't notify me again!!!! I'm sorry babe. I was all wondering where you went! But alas it was my stupid phone... I just got out of the cafeteria :)
18914,It was good! I'm just going to the practice rooms now to prepare for voice lessons
18916,Oh I feel you. So many silly technical difficulties just to answer their pointless and banal questions. My. Word.
18917,Yew shall persevere :*
18920,I'm writing my chord progressions for the keyboard test :'(
18922,"Seriously! But it'll be the first assignment I haven't completed, so not too bad."
18923,Dad ist goot! I just want to shleep
18925,Yesh I do indeed
18926,I know! That would be sooo nice right now
18928,Oh no! Did you lose it?
18929,Oh. I'm sorry :( I'm in the practice room
18931,Hey mom! Wow I can't believe I didn't see this.... thank you!!
18933,So clean! I musht trim my sideburns
18935,Dad ist goot! I just got to shtarbucks before my rehearsal at 8 :)
18937,It really is! I'll text you after rehearsal to see if you're still awake. Love you! :*
18938,I'm dooooooone!
18939,And I don't have too much homework tonight! I just got a slight fever :(
18940,Sure! When can you?
18942,Yes! :)
18943,Hhhutddfjiuytedvhjigxbbjihdssweyugggyuhfft <#> *'&$----ghbhdxshjbbhfssrgcchi
18945,Haha oh no! Well just let me know when you find it
18946,Hello hello. I have class in like four minutes
18947,Love you too! :)
18948,Done! I'm gonna take a shower
18951,? Nothing's wrong :) do I seem different?
18953,After tomorrow morning the rest of this week will be unbelievably relaxing!
18954,Aww lame! We'll persevere. I'm still looking at the same French song
18956,I have lots of dishes to do to! I'm so excited. This will be a weekend of productivity.
18957,I got a good grade on my television paper!
18958,I know! What a relief. How was your day?
18959,Oh yeaaahhh!!!!! Wow... was it pretty strange?
18962,Cause business something something theez are my beeisness socks!
18963,They rock so hard! I'm doing some skeelz practice
18965,Yeah for sure!
18967,Just going to the practice room to prepare for skills :) you?
18968,At one :)
18969,I miss you too! I really need to go on a run D:
18970,I definitely know what you mean. Oh my bookey bear!
18972,"Probably not :( today's I have a lot classes, but not busy ones. You know?"
18973,"I just have rehearsal tonight that'll be a little intense, but the last few have been fine so I'm sure I'll be okay :)"
18974,Totally! They just want as much memorized as possible tonight because we're staging. I gots it :)
18975,Oh I for sure know what you mean. I bet you've got it but your brain's playing games with you. I'm leaving ze practice room!
18979,Haha oh marnae.... you're so patient for putting up with her
18980,I just went to the cafeteria!
18983,Hooray! I am in le practice room
18984,Just playing some peeyano
18985,Oh yeah. What's the card number again?
18986,:/
18987,Eek
18988,Can't wait til u get paid
18989,Partayyyy
18991,I finally did it! I finally figured out how to download mode for the sims. I got new hair for star!
18992,Lol yes all the time! What happened? Bad night?
18993,I know. I'm so sleepy. I think I have rls or something.
18994,Put gas after work
18995,$ <#>
18996,Restless leg syndrome. I couldn't sleep til I got up and walked around. Then I woke up all over again.
18997,I guess its better than those cramps I get that wake me up. Last time I got the worst one of my life. It hurt to walk for 2 days :/
18998,I do get a kick out of Mark freaking out cause he's trying to figure out why I'm yelling.
19000,Oy. I just got an automated call from Sprint that if I don't pay my bill today they're turning off my phone. FML
19001,I've never had my phone turned off before. I feel so poor :'(
19003,Lol I forgot about that. But then no more texting u either :(
19004,Lol there's really a gay.com?
19005,So that's where u been hiding!
19006,Lol your crazy
19008,They can't all be that bad.
19010,Apparently me over eating this past weekend wasn't as bad as I thought. Taking walks afterward must be helping because I lost another 5 pounds. Woohoo!
19011,Call me when u can
19012,So where r u takin me for dinner tonite?
19013,What r we doin for dads bday?
19014,Just have a party for her at peter piper
19015,What r we doing for your birthday?
19016,Oh. I can buy her cake =D
19018,What does she like right now?
19019,Well pick a place
19020,What size does she wear?
19021,Ok. Mom said she wants to go to cheddars.
19022,Lol I like the Paris coin house but I'm too lazy to ask for cosigners. Plus my Italian house is still empty :/
19023,I donno. Maybe when they add yo babies.
19024,I haven't bought yo in so long they keep offering me a <#> % discount every time I log on.
19025,Long enough for us to make one ;) They will never let us earn cash. Peeps already have multis for coins. They'd go out of business.
19026,Eww licking our feet?
19028,Lol yeah she posted a sticky about it on the forums. And peep were saying they should remove it and ban her cause quit threads aren't allowed lol
19031,What would be the first thing you'd buy?
19032,Lol. I donno... u like blondes :/
19033,Lol deal
19035,Lol I don't remember sending that.
19036,Lol that's nothing. Yesterday mark was talking bout someone running 5k. And I was like oh that's not a lot of coins :/
19037,They turned off my phone this morning but its ok. Got my check today and paid my bill =D
19039,I know! Last time they cut off the internet the day I got paid. I really need to start playing the lotto.
19042,Ooh u slept in huh. Make those tips! We got lotto tickets to buy!
19043,No that wouldn't work. Id just lose all my money
19045,Deal!
19046,I thought u liked freaks. I like freaks.
19047,What did they do?
19048,Lmao omg
19050,Lol at least u got a laugh
19051,Come over here. I'll tip u REAL good
19052,Whenever. Pick a day.
19055,Lol hey don't forget u still owe me a date first.
19056,"McBride fell <#> stories, hitting the pavement like a Hefty Bag filled with vegetable soup."
19057,So what u doin today?
19060,It's like when I go to autozone. They expect me to be dumb.
19061,Lmao yeah they're gonna think your a freak.
19062,Meanwhile I'm so happy cause mark is willingly getting his hair cut right now =D
19063,Oooh and guns n roses song just came on. Yay today is gonna be a good day!
19064,I know I get excited for the dumbest things but yesterday was a bad day. This is a good sign. Live and let die dum dum dum do do do
19065,Lol I know. Yesterday was so bad. Everything I did was wrong. I felt like Charlie Brown
19068,It's ok tho I got $ <#> credit at Kay jeweler
19072,Ok but he picks his nose a lot
19074,Sounds fun. Meanwhile I feel bad cause I missed a bridal shower. I just completely forgot but oh well I heard it was extremely boring.
19075,Lol mmmm chocolate pens...::drools::
19079,Were u still going to move moms furniture today?
19081,Doc convinced me to get my pupils dilated tho
19082,He said its covered.
19084,Copay*
19085,Why? I thought it was <#>
19086,Did u already pay?
19088,I mean it. Go ask
19090,Lol I know. And he suggested the contacts. So I asked him are u cheating on me?
19091,Lol I did. No evidence
19095,Lol oh yeah. Screw men Ill make my own money without poking ppl in the eye
19096,So how's work?
19098,Send it on over!
19100,It's cheaper to do a plan with me. Unlimited everything is required if u want a good phone. By yourself on Verizon with your discount is $ <#> /month. Adding to mine would be an extra $ <#> . That is for the plan. Phones are cheaper at best buy. HTC evo shift is $ <#> there. At sprint.com its $ <#> . It's a good deal.
19101,When is your next break?
19102,The weekend is almost here tho =D
19104,My moms bday on Sat. I got her a book with a pic of an old lady on it saying where did I leave my glasses...lol then I'll give her the real gift.
19105,I know. Like when she was taking FOREVER to bring my pain meds. I found out why too. She thought I legally changed my name to Cortez. So they couldn't find it.
19106,No! I never wanted to. But everyone kept hounding me about it. Even my dad asked Mark if he was really gonna 'let' me keep my last name. So I just changed it on FB to shut everyone up :/
19108,nobody I know uses a house phone. It's all cell phones.
19109,Cause I keep forgetting to buy lotto tickets
19110,Joanna got scammed. I warned her about it a week ago but she blew me off. Tsk tsk tsk
19111,They found a way to change the item they put in trade to look like an <#> costume. Your really getting a bikini bottom or something cheap. But on your end it will show up as the right costume. Ppl have been making threads about it on the forums for weeks now. Ninjas just close them and say they are false rumors.
19112,But it happened to Joanna today. She traded <#> k for pb bunny that ended up being pants. I warned her tho. She said she was gonna buy an <#> to resell later for profit. I told her all about it and to not to buy anything big for a while. She just said nah they will fix it by the time she saves up.
19113,Lol but I miss u :(
19114,Yes but u need to marry me first. I'm not quitting til I get married!
19115,Yes. You're taking to long
19116,That's your fault!
19118,Fish!
19119,Remember we were supposed to have a bunch of male strippers?
19120,Ugh MEN!
19121,Ooh I like the winning outfit from the design contest.
19123,No its a regular beer bottle
19124,No u just have bad eyes.
19125,The rings are the ones u can't see
19129,When are u gonna get on fb?
19132,Let's go party!
19133,Pfft I been drinking since this morning!
19134,You'll never know
19135,Ugh fine...u caught me :/
19136,Lol good luck
19137,Anytime!
19138,Ringer was off
19139,<#> <#>
19141,Don't forget to take your first break late to call acs about getting the cats fixed. They take calls from 9 to <#> . Try to schedule all the girls. Tell them you live at your moms address. When I take the boys later I will use our address. The # is <#> <#> .
19142,Don't forget to use your moms address. It's important!
19143,Maintenance was fixing the ac. Didn't hear my phone. Anything happen?
19144,Long time no text :( miss u
19146,Lol can I join?
19147,Ok your scaring me. U usually kick me outta bed. What's the deal?
19149,I miss working at the movies :(
19150,So what r we doing for dads bday? Should we just take food to his house?
19151,Yes! I worked at the Alamo Drafthouse. it was the best job I ever had. Free tix free drinks and food. And the guys were sooo cute! I shouldn't have quit!
19152,Lol I completely forgot about it til yesterday when we went. It was my first job. I should have kept it til I was old enough to drink :/
19153,Whenever u decide to visit me I'll take u =D
19154,How's your week been?
19155,Mmm lobster ::drools::
19156,You've got to take pics!
19157,Oooh la la can't wait to see it!
19160,Mmhhmm just like weregetting yomarried 'one day'
19163,Do u want to bake him a cake? I'm buying the food.
19164,Omg my mom is terrible. She just called and asked where I used to work and when I told her she said dam now I owe your aunt money.
19165,Lol who knows? My own aunt who I see like 5 times a year knows more about where I worked. This is why I play jokes in my mom.
19166,On*
19167,Stupid phone
19169,Tomorrows Friday tho =D
19170,I already told u to quit!
19171,Do it! Be a lazy like me
19174,What? It works!
19176,I'm watching u
19177,Lmao in yo u dummy!
19178,I noticed. Better than this years. The contest design was so nice but yo ruined it :/
19179,Who isn't?
19180,You? Not drunk? What is the world coming to?
19181,Tsk tsk tsk u shoulda called in
19183,Who cares? U wanna quit anyway.
19185,I'm so stressed :(
19186,Mark got suspended from his job.
19187,Can u still go at 5?
19188,Yeah mark has to work late Sunday and early Monday
19189,They said he gave a customer too much of a credit on their bill. No it wasn't me he works for Verizon lol. But he's suspended while they investigate.
19191,I know. I like our nice comfy apartment. I'm even thinking of fast food. I got my kittens to think of lol. My mom is pure evil when it comes to animals.
19192,What u got planned for today? Work work and more work?
19193,Lol that's cause I'm following u. I got my bags packed in the trunk. Make room for me!
19194,What's that again?
19195,Ooh theres no lock?
19196,Lol its ok ill change it back when u least expect it.
19197,You'll get used to it... I promise :)
19198,I'll give u a hand alright =D
19200,Let's just hope my job search goes as well.
19201,Lmao your crazy
19202,Lol I don't think that counts as a skill.
19203,Yup I knew it...you're nuts
19205,Thanks. I sure hope so.
19206,Walgreens pharmacy tech job.
19207,Don't forget fritos
19208,Another interview at 1 today. I better get one of these jobs.
19210,Lol...when u have a mom like mine you'll do anything not to live with her. Everyone that's tried has ran out screaming.
19211,woman for president? I think all women would suck at it...even me.
19213,Lmao I donno.
19215,Lol quit thinking about my cleavage!
19216,Leave the door unlocked please :)
19217,Lol did u know the most expensive coffee in the world comes from cat poo?
19218,For realz its called kopi luwak. They feed these weird types of cats the coffee beans and when it comes out they make it.
19219,Lmao yummm
19220,Good now we can get in the shower!
19221,Lol its gonna be harder than that to keep me away.
19223,Nice try!
19225,I got the job at Walgreens! U have to buy me something now =D
19227,Yeah the manager said once I'm in and the have an opening I have a good chance of getting a pharmacy job even if its at another location.
19230,The moon!
19231,U should try it!
19232,Lol ok. I always ask for the moon for my bday. Everyone always says no tho :(
19233,Hmm the next best thing would be Saturn. Get me Saturn.
19234,but I need the rings. U know how I love to get married... just think of all those rings :)
19235,Make them an offer they can't refuse. You're Italian aren't u?
19236,Use your mob family connections
19237,Lmao...homework
19239,Lol shut it... that means less time to txt too :(
19240,You're not gonna miss me?
19241,Yeah right. I bet your thinking FINALLY this will leave me alone I should NEVER have given her my num!ber
19242,Yes soon you'll forget all about me
19244,What if I'm like oh my job is wonderful. I never have a bad customer my boss buys me pizza everyday... you'd be like omg stfu and quit texting me!
19245,Lmao your nuts
19246,On break. Eating chips
19247,Ok just tired
19248,Out
19251,Aw I crashed out. Now my sleep is really gonna be off
19255,Yeah so far so good. They don't have me scheduled a lot so mark still has to find a job asap
19256,"No, he quit a couple of days ago. But he got a job today woohoo!"
34371,"Hey awesome thank you! I'm actually going to a dance recital at 8that'll be about an hour long, so if you could relay that to herthat'd be awesome! Otherwise I'll see you soon :)"
34372,"Hahaha oh no!!! Okay well I'm going to write music for a littlewhile, and I'll text you when I'm done!"
34375,Haha aww! You guys are always grooming eachother
34376,Are you going to see her show today?
34377,I want to see it!
34378,So soon!
34379,Yeah for sure
34380,Cold sounds nice! I just walked so far
34382,Oh yes. I'm eating now :)
34387,Yo Amber how's it going!
34388,Hey! Yeah I'm feeling a little better. The nausea mostly went awayand I just have a fever and runny nose now
34390,"Hey yeah I am! What are you doing Saturday night? Would you want togo to a play in Saratoga with you, amber, Shevawn and me?"
34391,Hey! I'm leaving right after French so at like <TIME> or so. I'llbe careful! :)
34392,"Hey! Just letting you know I just got to cabrillo for a jazz concert,and I'll be home a little later"
34393,Yeah! :)
34395,Hey! I'm home
34400,Haha okay! Thanks
34401,Did she forget her phone for the day again?
34402,That's really weird :/ haha whatever
34403,Hey! Thanks. I love her too.
34405,I just need one for each show on Saturday! I'm not sure about my momgoing yet. I'm leaving right now. Love you!
34406,Amber feed bandit!
34407,Nooooooooo!!!!
34408,"Hey mom! I'm gonna be home in an hour, and I'll be home most of theday tomorrow. See you soon!"
34409,Heck yeah for sure!!
34410,Haha what the heck! I was looking for some restaurant in seascape onthe internet last night... I'll go there today! I'm filling outapplications at verve :)
34413,Heck yeah I'm on spring break!!! Thank you so much. I'm interviewingat crow's nest in the morning and I'm a little nurrvous!! But I'mgood. Are you on spring break?
34414,BOOOOOOOOOOYFRIEEEEEND!!!!!!!!!!!!! I need you to serve as areference as someone I've known for five years! It's for crow's nest.Dude. Can I have yo address?
34416,Okay cool awesome!!! No pressure. Talk to you soon :)
34418,Hello! Thank you. :) so. When do you want to leave tomorrow?
34420,Haha totally that's a good plan!
34421,Sounds great! I won't forget. See you then!
34422,Sweet! I'll come outside!
34423,"Hey mom! I'm sorry, but I'm going to church tomorrow morning withShevawn and her parents. We're driving back to Santa Cruz now. Loveyou! And I'll talk to you later"
34426,Yeah for sure I'll be there in <#> minutes
34428,Hello hello my loff! I'm in the library making copies of the opera :)
34429,Woah sweet! How long are you doing it for?
34431,I'm all done now. I miss you so much!
34432,I love you so much.
34433,Yeah! Just dealing with all the school work
34434,Haha yes yes. Are you feeling okay?
34437,I'm sorry :( just know that none of it was an attack on you. You'rethe best girlfriend
34440,My message didn't send! Yeah send me a picture!
34441,That's really pretty!! You would look so gorgeous in it :)
34442,"Yes yes yes!!!!!!!! I want to see it on you since I won't see it atprom :""'""( I'll take you out in that dress!"
34443,I'm so excited! You're really going to look so pretty
34445,Haha I know how much you love dances
34446,Oh chicky baby. We'll have a date when I come back. I'm memorizing le script!
34447,I know! But sometime around then!
34448,Yes! Alrighty. I've got a rehearsal with my choir from 6 to <TIME> .I'll text you after! :)
34449,I'm doooooooneaaaaaaah!!!!
34450,Me too! I've had a long day so far!
34451,"I have to memorize ze magic flute :""("
34452,"Not yet! It's pretty darn close, but it needs to be down absolutelycold by tomorrow"
34453,It's supah intense! What are you doing?
34454,Nice! How was it?
34457,Hahahahahahahahahahahahahahahahahhahaa
34458,Yeah yesterday!
34460,Oh! Haha I didn't know that. Oh you guys.
34461,Oh my word. Connor and Craig are a fantastic influence on you
34463,I loff yew too
34464,Okay! I'll go and study my script
34465,"Soonish, yeah. I have to get up early to practice skills before class :("
34467,Good morning! :* I'm in the gym woo!
34468,Doing back and biceps with weights! And I was stretching :O
34469,I know perhaps I shall! I need to get my tan on. What are you up to??
34471,I be done!
34472,Super! I'm going to ze cafeteria
34475,Haha her face is a little awkward. But that would look so good on youtoo :) I like the design on the shoulder
34477,Oh no! My poor shevawnfa. I should teleport to Kirby for prom
34478,Haha oh yeah. I'm memorizing ze magic flute :)
34479,I'm just so sick of looking at this score!!!
34482,"Hjfjfkaiakajjjjfhhrjajaahahdhcjggkgkjdhsbaahajaixoco that explainseverything!!!!!!! I'm going to class my loff. I have a voice lessonright after, so I shall text you after that! So much love"
34483,Hey babycakes! I'm in the cafeteria :)
34486,I know what you mean. I'll be back sooo soon for forever. You are socalming to me
34490,Nice! Yeah I'm here just reading my script
34493,Haha that's fantastic!
34494,I'm going to teleport to you and make your cramps go away!
34495,Yes! I'm an expert.
34497,Muah! I'm going back to mi escuela
34498,"Hey! So this is the only time I can really memorize stuff before theflute rehearsal, so I'm gonna go do that. I love yew very much andI'll text you in a little bit :)"
34499,"Yo! A size <#> extra long, not sure about the color"
34500,Yes I am! My script is sooooo memorized!!!
34501,Oh no. :(( I'm really sorry for your cramps. They're awful
34502,Yeah. It's probably just all the free time combined with cramps andthe missing me. I miss you too. These moods aren't any fun to be in:(
34504,Like so much. Don't ever doubt it
34505,It might make you feel better! I'm going to rehearsal. I'll text youwhen I'm out to see if you're still awake :)
34506,Hello! I went to the gym and just got out of the shower!
34507,Oh I'm very awake. What are you up to?
34508,Nice! A hot tub sounds sooooo nice right now.
34510,Haha I thought they were cute!
34511,Haha yeah whatever ones are up I like very much
34512,Haha oh my loff. I'm translating a French song!
34513,"A fair amount, yeah. :( but after tomorrow I'll be golden!"
34514,Yeah! Totally. Are you enjoying spring break?
34516,*lots
34517,For sure. I loff yew. I'm going to bed :)
34518,I'll talk to you tomorrow! I'm just so tired. I really love you. Somuch. Goodnight :))
34703,Stuck in traffic at Bukit Timah. :( sorry
34704,At station control :-)
34705,"Hi Stewart, can you help arrange the other two on Wed late afternooneg ~5pm? Also, can you get any photographs of today's unit <#>avenue to us? Thank you for your help."
34706,Ok. Confirm meet at warren at <TIME> .
34707,All ok at home? Hope that Nathaniel is behaving today. Love you!
34709,"Hi Shyan, my email address is <EMAIL> . thank you!"
34710,"Hi Jan, my email address is <EMAIL> . thank you!"
34712,"Hi Erwin, my email address is <EMAIL> . thanks!"
34713,"Hi Godfrey, my email address is <EMAIL> . thank you!"
34714,"Hi Stewart, were you able to complete the documentation for the salewith the joint owners today? Thanks!"
34717,"Hi Tracy, perhaps we can talk tomorrow. If you have any materials onyour bank's loan packages, perhaps you can send to me by email at<EMAIL> . Thanks!"
34718,"Ok, Tracy, thank you."
34721,Probably around 1 month. The renovators say <DECIMAL> months is notenough. <#> months is safer. Thanks.
34722,"Hi Shyan, we're looking to borrow <#> k over <#> years. Can youhelp forward the loan amortization table and all the fine print termsand conditions for the ANZ loan SOR and Combo? Thank you! -Min"
34723,"Hi Erwin, my email address is <EMAIL> . we're looking for a loanof <#> k ( <#> % of property price of <DECIMAL> m) for <#> years(I'm <#> years old). thanks!"
34724,"All's fine. Just fed whole bottle. Not angst, so easier to takecare of. :-) enjoy your haircut. :-)"
34726,"Hi shyan, I'm also wondering whether you can tell us what chargesANZ will impose on us if we later decide to refinance with ANZ (e.g.,any admin fee). Thanks! -Min"
34727,"Hi diane, Tha ks for your help the other day. We have some questionsabout the HSBC home loan information. Appreciate it if I can try tocall you about it. I will try to reach you again later today ifpossible. Also we are interested in knowing the rate for homerenovation loans. Can you help? Thanks!"
34730,"Hi Diane, thanks for helping us while you are on leave. We arelooking for <#> k loan over <#> years. Can you help draw up toamortization table to send to me at <EMAIL> ? Thanks!"
34731,Sorry to bug you once more. If its ok can you call me back? We'vealmost finalized to take the loan with HSBC.
34733,"Hi Stewart, I'm filling in loan applications and need to know whenvilla verde started its <#> yr leasehold. Can you tell me? Thanks."
34735,"Hi Shyan, thanks for your help. We've filled out the loan form andcan pass it to you on Friday. How should we proceed?"
34737,Can I deliver ut to you tomorrow? We are applying jointly and I needto go over the application with my wife tonight. I can deliver it toyou personally as I still have a few questions about the form.
34739,"Hi Shyan, I understand from another bank that since my wifecurrently doesn't have income that it may be better to apply for theloan solely in my own, even though the property will be owned by her.So in the paperwork, can you strike her name out com the jointapplication? Thanks!"
34743,"Hi Tamisa, ok. Good luck with your visa issues. See you on Friday at 1pm?"
34744,Sure. Will do.
34746,Traffic terrible. Likely to be quite late. Please start dinner first.
34747,"No, I haven't read it again. Please go ahead and submit. Thanks!"
34748,"Yes, please. Thank you. :-)"
34751,Ok. Nate had his an hour ago. :-)
34752,"Hi Sue, weekends or Wednesday day time might work if early enough.We have a young son who needs to sleep by 7pm. So, I'm sorry but thattiming won't work unless the parties are ok without seeing the masterbath and bedroom."
34753,"Hi Esther, sorry but we have already enlisted several firms help withthe reno. Thanks for your interest."
34754,"Hi Yong Yu, Mr Kan from 4 Verde Crescent here. Just checking whetherwe will be hearing from you on the rough estimate. Hope to hear fromyou soon!"
34755,"Hi Ricky, Mr Kan here from 4 verde crescent. Checking on you to seewhether you have the rough proposal ready, as we need to know thetimeline for the reno (we may have to extend the lease). Please let usknow soon. Thanks!"
34756,"Hi Colin, Mr Kan from 4 verde villa. Just checking on your proposalprogress. Do you have a rough estimate of the time necessary for theproposal? Please let me know when possible. Thank you!"
34757,"Ok, Thank you. What about the time to finish the reno? Can be donewithin two months? Looking forward to your final proposal."
34758,Thanks for the quick reply. :-)
34759,"Ok, thanks for the reply. Please sms me and let me know the roughtimeline for completion first, when you have that ready."
34760,"Hi, would you be able to come to my place? We're at The Warren,right outside Choa Chu Kang MRT. I can meet you at the lobby. How's2pm?"
34761,Thanks very much. See you then.
34763,"Sure, not a problem. If too tight can reschedule to another time. Thanks!"
34764,"Hi Colin, sorry effort the late reply. <#> th tuesday is difficultfor us. Would you be able to make it on the <#> th Wednesday? Wecould meet with you anytime during the day if you can come up to ourcurrent residence outside of Choa Chu Kang MRT, at The Warren.Thanks!"
