,Message,Sentiment Label
46823,No no not at all... I'll take care of him and try to find your ice cream =P,Positive
14695,LOL what happens in Vegas stays in vegas,Neutral
17996,"Haha better late than ever, any way I could swing by?",Positive
17249,"K, no rush",Neutral
47034,"If you haven't caught up, we should all hang our when you're done andfinish! ^^",Positive
12064,Wish i were with you now!,Positive
47288,"I can't, wells Fargo is making me wait to deposit it",Negative
45070,No... in the shoe cabinet or on the dining room table?,Neutral
46601,Mm mm mm I can't wait,Positive
35230,"Hi Desmond, thanks for taking the time to meet today. We would liketo request that you use a different carpenter than the currentgentleman for the kitchen and all other works that need to be redone.Thank you!",Negative
14102,O. .. Oh. OH. Ic.,Neutral
18343,Weak suckers.,Negative
17405,We're finally ready fyi,Positive
17385,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",Neutral
46609,Awww =( what are they doing?,Negative
15502,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",Neutral
47802,Thanks =/Jesus I need to not forget to take my medicine in the morning =/ Ijust took it like an hour ago and when I texted you I was a fuckingmess,Negative
18327,I'm home. Doc gave me pain meds says everything is fine.,Positive
13794,How are you. Just checking up on you,Neutral
17521,Harsh,Negative
34846,"Hi jiayu, I've received the softcopy of the invoice. Thank you!",Positive
14201,By car?,Neutral
14242,Im not saving up <#> anytme soon tho. So ill decide a long time later.,Neutral
12014,Good evening! this is roger. How are you?,Neutral
46624,Your favorite actor....XP,Neutral
46966,"Hahaha xD btw, tried to get to Zakum yesterday... noooo way",Neutral
47125,Riiiiight,Neutral
12035,Sure! I am driving but will reach my destination soon.,Positive
47020,HAHAHAHA YES I'VE BEEN WAITING,Positive
47849,Is that <name>?,Neutral
11982,"I want to show you the world, princess :) how about europe?",Positive
34741,"Sure, we have applied to DBS and HSBC, aside from ANZ. Thanks!",Neutral
45058,"Hi Ricky, I cant seem to reach you. Can you call back before <#>or sms me about today's activities? Will the bathtub folks cometoday?",Neutral
46707,I think I'm gonna stay here.. I desperately need to pack and alsofeel terrible.. Sorry!,Negative
19069,Do u like red heads?,Neutral
17796,1 I don't have her number and 2 its gonna be a massive pain in the and i'd rather not get involved if that's possible,Negative
47466,"Yeah, I don't wanna make you stop your game haha",Neutral
17398,"Sure, whenever you show the up >:(",Negative
34734,Over 1hr long queue for burger king. Skipping :-),Neutral
47120,You should let me know cause I'm going to Michigan for a bit Saturdayand also it's my birthday =P,Positive
15645,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",Positive
11220,It's sooooo not.,Negative
47153,Caaaaaaw,Neutral
14188,Btw hows the drive,Neutral
34935,We were planing on doing exactly that,Neutral
14819,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",Negative
47852,"Yeah, that's why I was asking for clarification",Neutral
45122,Still will be a while. Pork for porrodge not cooked yet.,Neutral
18872,Sheeit Charles!,Negative
14214,O ya nvr plyd that.,Neutral
17480,Wanna do some art?! :D,Positive
18128,It only does simple arithmetic not percentages.,Neutral
17507,"K, on my way",Neutral
47600,So oooo,Neutral
46135,Very true. A lot of fears are very healthy though,Positive
47048,.-. Mike says wtf that's random (I asked him what it was ._.),Neutral
45131,Leaving now. Will be back by 8.,Neutral
18832,For sure dude,Positive
46704,I'm sure you will! Sharing stories over fair trade coffee at ahipster cafe playing only the least known music,Positive
45066,"Msg 27: from <3752a4ca0fb31b06b860fa9bc47d8df487f52cf1f07d98dd> , to<a3c4a6b05b76282d87f52cf1f07d98dd> , ""2011.09.15 03:51:58",Neutral
14777,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",Positive
15430,It shall be fine. I have avalarr now. Will hollalater,Positive
47143,Everyone had to experience the red wedding. It's the way of the world,Neutral
34436,Aww babe. With just everything we were talking about?,Neutral
18918,Noice! I'm just leaving the practice room :),Positive
47312,Sorry lol,Negative
12072,Mmmm.... I cant wait to lick it!,Positive
17893,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,Neutral
14710,"Lol you forgot it eh ? Yes, I'll bring it in babe",Positive
17264,"Haha awesome, I've been to 4u a couple times. Who all's coming?",Positive
11196,She doesn't have to...ooh davd!,Neutral
47486,"I think I'll be there after 3 =/ I had to try to find my mailingaddress with no luck so I'm running way behind, so you can do whateveryou want",Negative
47226,Nooooo,Negative
13751,So why didnt you holla?,Neutral
46573,I'm at work til 5 =( laaame,Negative
46866,Greed is Chris Patton!,Neutral
46218,Ling <#> OH,Neutral
47405,Please don't use your frustration with Savannah as a reason to get mad at me,Negative
18909,Nice! Wanna text me when you're done?,Positive
47715,"Yeah, it takes a bit to get used to.. it's weird",Neutral
18515,I know $ <#> tax credit this year woot woot. If not I wouldn't get anything back. I usually don't.,Positive
34725,Antsy I meant.,Neutral
14854,"The <#> g that i saw a few days ago, the guy wants sell wifi only for <#> and with 3g for <#> . That's why i blanked him.",Negative
14647,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",Positive
34412,Kelsway hello how are you?! Can you send me Kline's number pleeeeeeease??????,Neutral
45150,"Hi Yeng Chin, as per my email, the repair is finished already.Please Premier the <#> to my account today if possible. Thanks!",Neutral
14883,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,Neutral
18429,YOU!!,Neutral
47636,Good morning xP,Positive
46785,Whaaa,Neutral
47985,<name> haha,Neutral
15302,Dey go dey go.,Neutral
14253,Ic hows that cube,Neutral
47705,Whoops. This'll be just five,Neutral
11332,R u ok?,Neutral
18010,I meant just you guys,Neutral
47307,"Chillin, sup?",Positive
47678,Where do I go?,Neutral
15552,No. But we'll do medical missions to nigeria,Neutral
14211,Rofl betta invest in some anti aging products,Negative
46359,Are you free at 7?,Neutral
13793,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,Positive
15316,So how are you really. What are you up to. How's the masters. And so on.,Neutral
13760,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,Positive
34459,It's the Torr family talking about penises :P,Neutral
46633,Just regular therapy,Neutral
11179,No prob!,Positive
14266,Nothx.,Negative
47559,Are we meeting with Justin?,Neutral
15382,I.ll holla later,Neutral
11249,Didn't get.,Negative
45119,Can you make sure Wahni doesn't bolt the main door? Thanks!,Neutral
46195,Chocolate! Hey do you have any idea where my hard drive is? It has acopy of one of my plays and some pictures I need,Positive
19053,Lol me too,Neutral
15604,But you were together so you should be thinkin about him,Neutral
48503,Yeah? Whod you try for?,Neutral
19214,The white house,Neutral
46355,"Sorry, I was passed out in the ling lounge... when are you free?Also, are you going to OH today?",Neutral
34779,"Hi Colin, hope to see you at The Warren in about an hour? It's ok ifyou will be late, just let us know. Thanks, Min from the Warren.",Positive
14660,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",Positive
14702,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,Negative
18936,You're such a stud!!!! :) goot job!,Positive
11258,;-D,Positive
18510,I'm with the men's shirts,Neutral
35072,hey,Neutral
47319,Yeah! Shhhhiiieeet,Positive
47921,"Yo I was reading and gathered that Vs move up to T in English to getmaking it something which is why you don't get past making and stuffif you've got modalsmasks in T. However, I have no clue what to do with the Romance part",Neutral
47305,Watching a documentary thing lol,Neutral
47661,W-wait what?!Late late late caw.. sorry!,Negative
47383,"I've gone to a lot of churches before for a lot of religions. Someare nuts, others are just people who believe in an entity andalso known facts",Neutral
47888,"Yep, indeed I am",Positive
47035,Yo you home?,Neutral
18823,Sounds great man thanks!,Positive
19073,How's your day going so far?,Neutral
35305,Can I confirm you're coming to help us move from <#> Choa chu kangloop at <TIME> this morning? Thank you!,Neutral
15390,As in i want custom officer discount oh.,Neutral
18881,"Hello hello! Rehearsal's just about to start, and I get out at <TIME> :)",Neutral
47667,What's <name>'s number?,Neutral
45034,hey stop over when ya get a chance.,Neutral
15301,Info,Neutral
15328,Brb,Neutral
19131,It's Friday woot woot!,Positive
15661,Too late. I said i have the website. I didn't i have or dont have the slippers,Negative
14608,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,Neutral
15401,I'm not sure if its still available though,Neutral
15375,Just getting back home,Neutral
47933,I woke late and was panicking lol,Negative
46248,"Hey, on my way.. are you still there?",Neutral
17368,"Aight, call me once you're close",Neutral
46631,Hahaha no eveb I'd be doing work there this time lol,Positive
47682,Are you guys there?,Neutral
46773,Yeeaaaah sorry I was sleeping,Neutral
17966,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",Neutral
17286,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,Negative
19076,Lol yeah. But this was a boring one remember,Negative
46338,I dooooo,Positive
47647,"Not really, just class and a video on a girlfriend in the Amazon, uwas just passing out today lol",Neutral
17782,Dad says hurry the up,Negative
17351,"There'll be a minor shindig at my place later tonight, you interested?",Neutral
47657,It came early lol,Positive
46099,Happy new years!!,Positive
18043,Did u download the fring app?,Neutral
15537,When you are big..| will bring success.,Positive
46708,Thanks... I should also probably try not to get everyone in Moffit sick =P,Neutral
47992,Yeeeahhh,Positive
45171,"hi kissy, at bj airport now. Waiting for the gate to open at <#> .Missing you lots. Hope today went well. Will be back soon. Please restwell. Hugs, huggy :-)",Positive
14628,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,Negative
34419,That sounds so awesome! I'm way too excited!,Positive
13746,Pls go there today <#> . I dont want any excuses,Negative
14104,O yeah its at 7,Neutral
17492,WHORE YOU ARE UNBELIEVABLE.,Negative
18811,"Yeah that'd be so cool! I'd totally be down. Of course it'd have to be sat or sun, but yeah!",Positive
14724,I can't make it tonight,Negative
47644,I ser!,Neutral
17420,"Fyi I'm taking a quick shower, be at epsilon in like <#> min",Neutral
47575,Zip,Neutral
46310,Walking down,Neutral
18131,Thanks for picking up the trash.,Positive
45166,"Sorry Ricky, I don't understand your message. By our accounts, westill had remaining credit from you which we used with azora. I don'tthink we own u home and money. But will be happy to discuss with you.",Neutral
17371,What you up to,Neutral
14743,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,Negative
46808,Ahem. How's that tonal language thing going again?,Neutral
17987,Maybe later tonight,Neutral
11161,"I did til i had to rush out like cinderella to catch the train, lol. How was dancing?",Positive
15324,Great.,Positive
46406,"Yep, three years too. I stay with him when I'm home, they're all toomuch to handle lol",Positive
14119,Rofl!,Positive
34435,I'm glad. I really do loff you a lot,Positive
47210,When are you doing shipping stuff tomorrow?,Neutral
18368,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,Negative
46392,Yes! And you can deal with me and my fall out boy adoration and myobsession with vulgarity!,Positive
18150,I donno its in your genes or something,Neutral
47517,Hahahah,Positive
47260,Caw.. feel free to time skip if you want xP,Neutral
17627,My computer just fried the only essential part we don't keep spares of because my idiot roommates looovvve leaving the thing running on full <#> /7,Negative
46670,"Alright, then we'll eat nowish and meet you xP",Neutral
47407,Sorry but I've been running around all day and am sick of dealingwith wallet and your advice wasn't going to change anything,Negative
14130,Supyohi cadoin,Neutral
13737,When did you get to the library,Neutral
47574,Nice xD,Positive
34878,Leaving for mom's place now. :-),Positive
46965,I did when I sent the thing s saying we weren't staying. You guyssaid my address at home was fine since you wouldn't be home to get it,Neutral
47734,Right? Seriously... that's is definitely a full blown terrorist organization,Negative
17312,Yes there were many sweets,Neutral
18932,Woohoo! I just got done shaving :),Positive
14637,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,Negative
14886,Do have a nice day today. I love you so dearly.,Positive
47380,Plenty of religious people don't believe in creation mythsor impossible floods by or whatever... they just believe an entityexists,Neutral
34867,Ok. How late? <TIME> ? We are already on site. Thanks!,Neutral
18055,Lol ok your forgiven :),Positive
46198,<#> ish,Neutral
14655,"Ok, see ya in a bit",Neutral
15561,Home so we can always chat,Neutral
34415,Hi Erin! Shevawn said you were driving some people to all state. Doyou think you'd have room for me? It's totally cool if you don't,Neutral
17317,You around andros?,Neutral
18117,Are u pregnant?,Neutral
17284,Yes please,Positive
47762,"Dayum I feel great, some grad student asked a question and I was ableto offer an answer based on the <#> readings ""well in Sapir's <#>paper on NI...""",Positive
14170,Lololol,Positive
18333,These won't do. Have to move on to morphine,Negative
34728,"Thanks for your email, I received it. Can I confirm the rate is SIBOR3m + . <#> all the way through the loan? Both packages you sent onMonday quote a different rate.",Neutral
11916,D,Neutral
12015,No problem. We will be spending a lot of quality time together...,Positive
45087,"When you da Pao, tell them not to close the containers so you can putthe curry on top.",Neutral
48500,Well I mean theres the parents to work around.,Neutral
46153,Are you just writing native speaker for english proficiency? Orshould I put more?,Neutral
18509,Lol cause u never follow thru on your threats. Id remind u but its best they stay forgotten :),Positive
46318,Ummmm kinda late >>,Negative
17734,Did he just say somebody is named tampa,Neutral
18472,Lol please. I gotta enjoy it now before it gets to the <#> degree weather in the summer.,Positive
18239,I'm not. She lip synced with shangela.,Neutral
46913,Omg I'm the worst! You guys can cone whenever you're ready!,Negative
17846,Its 1 am,Neutral
18874,Get in your room dood!,Neutral
11938,Love it! The girls at the office may wonder why you are smiling but sore...,Positive
47776,"You don't have to, but hopefully not more than like fifteen min",Neutral
46637,"Yep, getting up now",Neutral
47627,Yeah xP sup?,Neutral
11222,says the <#> year old with a man and money. I'm down to my last <#> . Still waiting for that check.,Negative
47646,"Alright, just know I wanna be able to talk but I'm definitely gonnaneed some sleep tonight lol",Neutral
17642,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",Neutral
46862,I have to do atuff til kinda late (8ish) but ruby's coming over ifyou want to! =D =D =D =D c.f.,Positive
18999,Yes! I'm already losing my hair :(,Negative
46234,P7 nv distinction,Neutral
48550,Ok I'll be home from school then xx,Neutral
45441,Sorry running behind be there shortly,Negative
47624,Hey live!,Positive
18023,"Yeah, probably here for a while",Neutral
15438,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",Neutral
34438,Hahahahahahahahaha thank you! It's all just a bump in the road. Thatpicture of you and miles is so cute,Positive
47893,Yay! Thanks a lot btw,Positive
34742,"Stewart, a few other things. First, can I have the contact details ofthe owner? I need to arrange a few dates for the renovation teams tocome look at the site to the design proposals. Second, we haveapplied to the banks and hope to have a decision by Wednesday, but Imay not be free on Thursday to go to the law offices. By when do Ineed to tell you the law firm that we'll be using? Appreciate if youcan call me back to advise. Thanks!",Neutral
11262,"chile, please! It's only a <DECIMAL> hour drive for me. I come down all the time and will be subletting feb-april for audition season.",Neutral
47121,"No Sunday, but I'll be back... but Friday's my birthday =P",Neutral
17838,You're right I have now that I think about it,Neutral
46766,Are you guys coming yet?,Neutral
19080,U exaggerate about the blue light,Negative
15460,Any pain on urination any thing else?,Neutral
18843,Sadly not. :) I'm going to go on a run! It was nice talking to you,Negative
17886,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring out before the last second",Negative
18431,Is that how bad I am? You'd rather work than be with me? I don't even know who you are anymore!,Negative
45047,Ok. 3 packs arriving around <TIME> --Your deliveryman.,Neutral
17488,"Cool, bring extra",Positive
46380,Psssshhh you don't even answer when I do call,Negative
18129,Lol I love kfc,Positive
18294,Go run after them and yell YOUR TIPS SUCK YOU CHEAP BITCHES! While shaking your fist.,Negative
34711,"Hi Alvin, my email address is <EMAIL> . thank you!",Neutral
11980,either way works for me. I am <#> years old. Hope that doesnt bother you.,Neutral
12078,Thank you princess!,Positive
47872,Hahahaha I just saw this sorry,Neutral
18222,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,Negative
13765,Pls what's the full name of joke's school cos fees in university of florida seem to actually be <#> k. Pls holla back,Neutral
46569,SHE LIKES THE OXFORD COMMA SHE JUST DOESN'T BELIEVE DO,Neutral
13787,My uncles in Atlanta. Wish you guys a great semester.,Neutral
15321,Its in your inbox.,Neutral
14275,Sup boi,Neutral
46263,Hey can you find the mega bus email and send it to me?,Neutral
17423,K?,Neutral
11175,I'm on my way to nyc now anyway. Lol.,Positive
18964,Indeed! What are you up to?,Neutral
34439,Haha the one Connor posted?,Neutral
34374,Okay sweet! I'm walking back to calarts,Positive
17413,"Alright we'll bring it to you, see you in like <#> mins",Neutral
17528,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",Positive
47995,Haha =P,Positive
45115,"Yes, for the example. Can you send your up to date version via email?",Neutral
19041,Just starting? What time did u wake up?,Neutral
34762,"Please go ahead and start eating. Rain heavy, traffic slow.",Neutral
47187,Hahaha alright,Neutral
47987,So!,Neutral
47273,The store. And to fix his ac,Neutral
17457,Well obviously not because all the people in my cool college life went home ;_;,Negative
34793,"Hi Colin, we're sorry to hear that. Best of luck with your project.",Negative
46972,I don't know the computer here isn't working =/ if you guys want youcan probably bring stuff dowb to the front =/,Neutral
14084,O. Ic. I may come,Neutral
45045,"Hi Ricky, can you send the name of the blinds store again? Is it theJ and S on IMM 2nd fl?",Neutral
46605,Hahaha xP we definitely have to hang out. A lot. We're due a lot ofmonopoly and talking about blaze =P I miss you so much ahhhhh,Positive
47328,"Ikea's open late, huh?",Neutral
15614,You said not now. No problem. When you can. Let me know.,Neutral
18952,I feel normal :) I love you.,Positive
46890,"Post! You don't have to, if he wants to go back when you do though myparents could get him from your house ^^",Neutral
47919,I would but I don't want them coming down here. I'm not opening mydoor at 3am lol,Neutral
19209,Lol yoville motivation?,Neutral
11931,Yes princess! I want to please you every night. Your wish is my command...,Positive
12067,how tall are you princess?,Neutral
14636,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,Negative
46400,My roommates/friends <name> and <name> and some crazy druggy lol,Neutral
13695,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,Positive
15530,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,Neutral
46586,I thought it was 'for the wind' not marina o.O,Neutral
18268,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),Neutral
47663,I think it'll be possible love.. cab you get a note from Dr Reyes?,Positive
47820,Agreed but this is the city that shut down transit totally on July 4,Negative
34424,Yo dude I'm leaving around three,Neutral
46987,Wait really? Yesssss,Positive
47359,Well to be fair I'm sure it'll be more reliable at least xP,Neutral
17932,Also remember to get dobby's bowl from your car,Neutral
18380,Take us out shopping and Mark will distract Isaiah.=D,Positive
47747,seriously though I did get some reading done... how was Arabic?,Neutral
47282,"Ohhhh.. in all fairness he got a ton of tea, expensive spices,and somr eggs. And a jackfruit, whatever that is",Neutral
14154,Lolololo,Positive
17231,I will vote for wherever my heart guides me,Neutral
47423,Hey! I just realized there's a target nearish if I reeeeally needsomething... you saved meeee =P =P,Positive
47215,Need late fooooood,Neutral
11210,Is it alright if i pay you back for the movie ticket with my free ticket i had forgotten to bring? Or do you need the cash?,Neutral
46603,Sounds like a plan to me! Then a nap,Positive
47484,Haha I've been Billy Joel binging too,Neutral
46297,"Staying the nightClothes, wash clothes, blanket, Quentyn, hair brush, tooth brush",Neutral
14267,c[_],Neutral
34745,"Hi Shyan, we've decided to take the loan from hsbc and have alreadysigned the paperwork with them. So no need to continue processing ourloan application. Thanks again for your help! -Min",Positive
19093,We went to the eye doc today. I was gonna txt u earlier but they dilated my eyes and small words were blurry.,Neutral
47465,Oh nevermind =o,Neutral
46298,Oh noooo! Why?,Negative
46845,Woo! Glad to hear =),Positive
19077,Lol leave me alone!,Neutral
34481,Oh my baby boo. Are you at school?,Neutral
46439,"Dear <name>,I couldn't hope for a better friend/wife in the world and I love youso much. I just want you to know how much you mean to me and how muchyou've helped me over the years. I adore and miss you and just thinkit's important that you know how loved you are ^^",Positive
18286,Lmao you know me so well...,Positive
45152,"Hi Yeng Chin, I received it. Thanks for doing it. That resolves it.",Neutral
17239,"Nah man, my car is meant to be crammed full of people",Neutral
14210,O i played smash bros <#> religiously.,Neutral
34862,No probblem. Meet at <TIME> pm tomorrow as you requested at my office.,Neutral
46839,Post! I know! I miss her family too!,Positive
18235,I know. I'm great.,Neutral
47124,If you can't it's fine ^^ Mike said also if you and Nick wanna comeover Thursday you're welcome to ^^,Positive
17823,Carlos says we can pick up from him later so yeah we're set,Neutral
17978,I'm here,Neutral
14004,You are. A. Genius~,Positive
47815,Ohhh that's the one Johnson told us about...can you send it to me?,Neutral
47333,Do you want to go to that?,Neutral
19254,I hope so. I need to buy new shoes too. I got 2 leg cramps last night :/,Negative
18187,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,Negative
17255,Rrrrrryyyyyyaaaaaaannnnnnnn,Neutral
47489,If I had teleportation powers I would definitely use them,Neutral
14602,"Good morning, my boytoy! How's those yummy lips ? Where's my buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",Positive
14656,"Now, whats your house # again ? And do you have any beer there ?",Neutral
47263,Aaannnnd <name>'s in here. Weird,Neutral
47975,Swype lol,Neutral
18440,Ok let me just schedule my flight.,Neutral
46718,Whatevs fts phonology,Negative
17533,K see you soon,Neutral
11947,I need to come home and give you some good lovin...,Positive
19071,On what? If he's muscular and rich? Lol jk,Neutral
15495,Are you ignoring me?,Negative
15322,Infact happy new year. How are you where are you when are we seeing,Positive
14059,Uhh wtf. Thats lame.,Negative
34850,"Hi Ricky, for the aircon, can you get the quotation to specificallystate that Theme are doing all new copper piping with what thicknessand type of insulation? That is important to have on the quote. Ifall then ok, we may sign with Gavin. Will still be checking with theother company.",Neutral
11192,I don't know if this guy is a friend of yours' but whose did he suck to get picked??,Negative
46425,No what,Neutral
35298,"Hi Ricky, the color for the spray back glass should be the same asthe wall color, which we believe is Lily white for both dey and wetkitchen.",Neutral
15658,I've told him that i've returned it. That should i re order it.,Neutral
46770,"We watched the fma with the sin people telling ed to make to stone... scar is def my favourite character. He's the only person with sense.I was like ""YEAH SCAR BURST IN WE NEED YOU NOW.""",Positive
17305,"Haha yeah I see that now, be there in a sec",Positive
47280,Mark bought thirty dollars of cheese just because,Neutral
15431,Ok. So april. Cant wait,Positive
46805,Did I? Weird lol,Neutral
14870,Can you please send me my aunty's number,Neutral
14195,So u gonna get deus ex?,Neutral
47918,"No, it was directed in one place loudly and stopped when I stoppedmore or less",Negative
47005,Alright.. hmm,Neutral
14147,",wutttt",Neutral
45046,"hi Philip, sorry to.miss your smses. Unfortunately, I cant make ittoday. Maybe if we can arrange in advance for.next.week. I'mconcerned that the project is not going according to plan. I'mgetting less clear about what you want so have a difficult timeadvising bac. Hope this coming week we can meet up. At the usual timeon Tuesday?",Negative
18990,Go to Angelas house after work to pick up the tv.,Neutral
17696,In fact when do you leave? I think addie goes back to school tues or wed,Neutral
46836,"Post! Okay, cause I miss you to death!",Positive
18770,i want to see him! Is he gonna be here tomorrow? I just left to see rach and wont be back til <#>,Neutral
14696,"No plans yet, you ?",Neutral
15465,Am slow in using biola's fne,Negative
11244,No prob,Neutral
17904,"Yep, the great loxahatchee xmas tree burning of <#> starts in an hour",Neutral
18276,Lmao,Positive
14641,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him me",Neutral
18908,Sweet. Do you have any plans for the rest of the day?,Positive
19122,U need the handheld beer,Neutral
47011,That's totes fine yo!,Positive
34828,Ok thanks. We're almost done with laminate selection and need tohear your opinions on them. See you tomorrow at the new house. PSany problem with the cream colored bathtub on the 2nd floor MBR?,Neutral
18539,Will be you when done.,Neutral
47379,Because religion isn't just that,Neutral
46608,I knnnoooow. I keep telling myself I'll gather the data to work on mypaper and BAM I'm reading about like woodworking in <#> orsomething,Negative
12050,Yes baby! We can study all the positions of the kama sutra ;),Positive
46396,OMG I'M NOT GONNA BE HOMELESS,Positive
17834,K omw,Neutral
19038,When is your last break?,Neutral
12062,soon you will have the real thing princess! Do i make you wet? :),Negative
19249,Phone died,Negative
12060,I am great princess! What are you thinking about me? :),Positive
14632,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,Negative
18228,Cps is causing the outages to conserve energy.,Negative
17868,Meanwhile in the suite: xavier decided to give us <#> seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,Neutral
45191,"Hi Ricky, it's been two weeks since I started asking about the PUBproblem. Any progress?",Negative
45159,Ok. He's fine :-),Positive
47240,The datemyschool or whatever thing,Negative
14208,O wear sunscreen?,Neutral
17645,"Aight that'll work, thanks",Positive
12019,Like a coke can :),Neutral
11333,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,Neutral
45051,"I don't have their number. If they can go down today, can you callAlicia to ask the neighbors to prepare for the specific time that theycan go down? Please call her. Thanks.",Neutral
46398,Yes! In my current place I don't have a window lol,Positive
45671,"I just want a plate of california roll sushi I'm craving, I'm working today and I can't leave this job today I need to take it while it's available",Neutral
14010,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,Neutral
46437,"Hi <name>, this is <name>, we're here to finish the deposit",Neutral
47483,It'll work out dude... and I'm here you know,Positive
17804,Also where's dobby at,Neutral
19054,He's your date. They really want u to start playing again,Neutral
14134,Wahna come get me,Neutral
15462,"Since when, which side, any fever, any vomitin.",Neutral
18196,Ahhhhhhhhhhhhh Noooooooooooo Dooooooooooon't,Negative
18192,I want snow. It's just freezing and windy.,Negative
45196,Thanks. Hope to hear from you soon.,Neutral
18285,Hooha! I love slash!,Positive
14697,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",Positive
13736,I have printed it oh. So <#> come upstairs,Neutral
47729,"Good, are you coming?",Positive
19162,Were going to dads this Saturday at 5 for his bday. I'm either taking him chicken or pizza,Neutral
46266,So is that a no?,Neutral
47460,I see haha.. soooo sorry love,Negative
15429,Doing my masters. When will you buy a bb cos i have for sale and how's bf,Neutral
17290,On it,Neutral
46308,Right?! Me... New and ruby tracked down our gaia to look at it andremember.. she talked to new on fb then.. ughhh,Negative
18924,Nooooo I'm still doing homework. I'm just saying I'm tired,Negative
18161,Why not?,Neutral
35080,alot for both things,Neutral
34740,"Ok. No problem then. Then please process the application as-is.Thanks again, and hoping to hear from you soon next week. Also wouldyou let us know in advance which law firm ANZ would have us use?",Neutral
46129,Eee yes! It's super awesome! You're amazing Grace!,Positive
34398,Hey dad! The money got transferred. Thank you!,Positive
34749,ok. See you on time. Thanks.,Neutral
17808,Still here so nyea,Neutral
18101,Thanks :),Positive
45100,"Perhaps after 3pm ? Tentatively, since our child 's schedule is notfixed yet. Thanks!",Neutral
47449,I just put aspirin and a bandaid on it... but it's between nickel andquarter sized lol,Negative
18366,I did. One slice and one breadstick. Lol,Neutral
46992,"Att is really really really bad here and expensive, I think Comcastwill be okay, but they said we need to get a router, but otherwiseit's nearly set up",Negative
17256,"Haha just kidding, papa needs drugs",Negative
18050,Nobody can decide where to eat and dad wants Chinese,Neutral
46544,I love you too crazy. Are you feeling okay?,Positive
15617,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,Negative
46555,HAPPY BIRTHDAY I'll call you later old lady,Positive
18109,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,Positive
46504,Hmmm perhaps,Neutral
47172,We will I promise yo.. btw I might be able to start visiting sd noroften too ^^,Positive
17494,"Cool, I'll text you in a few",Neutral
15333,She.s find. I sent you an offline message to know how anjola's now.,Neutral
