,Message,Label,Sentiment Label
2372,Yeah. It's probably just all the free time combined with cramps andthe missing me. I miss you too. These moods aren't any fun to be in:(,0,negative
2373,Like so much. Don't ever doubt it,2,positive
2374,It might make you feel better! I'm going to rehearsal. I'll text youwhen I'm out to see if you're still awake :),2,positive
2375,Hello! I went to the gym and just got out of the shower!,2,positive
2376,Oh I'm very awake. What are you up to?,1,neutral
2377,Nice! A hot tub sounds sooooo nice right now.,2,positive
2378,Haha I thought they were cute!,2,positive
2379,Haha yeah whatever ones are up I like very much,2,positive
2380,Haha oh my loff. I'm translating a French song!,2,positive
2381,"A fair amount, yeah. :( but after tomorrow I'll be golden!",0,negative
2382,Yeah! Totally. Are you enjoying spring break?,2,positive
2383,*lots,1,neutral
2384,For sure. I loff yew. I'm going to bed :),2,positive
2385,I'll talk to you tomorrow! I'm just so tired. I really love you. Somuch. Goodnight :)),2,positive
2386,Stuck in traffic at Bukit Timah. :( sorry,1,neutral
2387,At station control :-),1,neutral
2388,"Hi Stewart, can you help arrange the other two on Wed late afternooneg ~5pm? Also, can you get any photographs of today's unit <#>avenue to us? Thank you for your help.",1,neutral
2389,Ok. Confirm meet at warren at <TIME> .,1,neutral
2390,All ok at home? Hope that Nathaniel is behaving today. Love you!,2,positive
2391,"Hi Shyan, my email address is <EMAIL> . thank you!",1,neutral
2392,"Hi Jan, my email address is <EMAIL> . thank you!",1,neutral
2393,"Hi Erwin, my email address is <EMAIL> . thanks!",1,neutral
2394,"Hi Godfrey, my email address is <EMAIL> . thank you!",1,neutral
2395,"Hi Stewart, were you able to complete the documentation for the salewith the joint owners today? Thanks!",1,neutral
2396,"Hi Tracy, perhaps we can talk tomorrow. If you have any materials onyour bank's loan packages, perhaps you can send to me by email at<EMAIL> . Thanks!",1,neutral
2397,"Ok, Tracy, thank you.",1,neutral
2398,Probably around 1 month. The renovators say <DECIMAL> months is notenough. <#> months is safer. Thanks.,1,neutral
2399,"Hi Shyan, we're looking to borrow <#> k over <#> years. Can youhelp forward the loan amortization table and all the fine print termsand conditions for the ANZ loan SOR and Combo? Thank you! -Min",1,neutral
2400,"Hi Erwin, my email address is <EMAIL> . we're looking for a loanof <#> k ( <#> % of property price of <DECIMAL> m) for <#> years(I'm <#> years old). thanks!",1,neutral
2401,"All's fine. Just fed whole bottle. Not angst, so easier to takecare of. :-) enjoy your haircut. :-)",2,positive
2402,"Hi shyan, I'm also wondering whether you can tell us what chargesANZ will impose on us if we later decide to refinance with ANZ (e.g.,any admin fee). Thanks! -Min",1,neutral
2403,"Hi diane, Tha ks for your help the other day. We have some questionsabout the HSBC home loan information. Appreciate it if I can try tocall you about it. I will try to reach you again later today ifpossible. Also we are interested in knowing the rate for homerenovation loans. Can you help? Thanks!",1,neutral
2404,"Hi Diane, thanks for helping us while you are on leave. We arelooking for <#> k loan over <#> years. Can you help draw up toamortization table to send to me at <EMAIL> ? Thanks!",1,neutral
2405,Sorry to bug you once more. If its ok can you call me back? We'vealmost finalized to take the loan with HSBC.,1,neutral
2406,"Hi Stewart, I'm filling in loan applications and need to know whenvilla verde started its <#> yr leasehold. Can you tell me? Thanks.",1,neutral
2407,"Hi Shyan, thanks for your help. We've filled out the loan form andcan pass it to you on Friday. How should we proceed?",1,neutral
2408,Can I deliver ut to you tomorrow? We are applying jointly and I needto go over the application with my wife tonight. I can deliver it toyou personally as I still have a few questions about the form.,1,neutral
2409,"Hi Shyan, I understand from another bank that since my wifecurrently doesn't have income that it may be better to apply for theloan solely in my own, even though the property will be owned by her.So in the paperwork, can you strike her name out com the jointapplication? Thanks!",1,neutral
2410,"Hi Tamisa, ok. Good luck with your visa issues. See you on Friday at 1pm?",2,positive
2411,Sure. Will do.,1,neutral
2412,Traffic terrible. Likely to be quite late. Please start dinner first.,1,neutral
2413,"No, I haven't read it again. Please go ahead and submit. Thanks!",2,positive
2414,"Yes, please. Thank you. :-)",2,positive
2415,Ok. Nate had his an hour ago. :-),2,positive
2416,"Hi Sue, weekends or Wednesday day time might work if early enough.We have a young son who needs to sleep by 7pm. So, I'm sorry but thattiming won't work unless the parties are ok without seeing the masterbath and bedroom.",1,neutral
2417,"Hi Esther, sorry but we have already enlisted several firms help withthe reno. Thanks for your interest.",1,neutral
2418,"Hi Yong Yu, Mr Kan from 4 Verde Crescent here. Just checking whetherwe will be hearing from you on the rough estimate. Hope to hear fromyou soon!",1,neutral
2419,"Hi Ricky, Mr Kan here from 4 verde crescent. Checking on you to seewhether you have the rough proposal ready, as we need to know thetimeline for the reno (we may have to extend the lease). Please let usknow soon. Thanks!",1,neutral
2420,"Hi Colin, Mr Kan from 4 verde villa. Just checking on your proposalprogress. Do you have a rough estimate of the time necessary for theproposal? Please let me know when possible. Thank you!",1,neutral
2421,"Ok, Thank you. What about the time to finish the reno? Can be donewithin two months? Looking forward to your final proposal.",1,neutral
2422,Thanks for the quick reply. :-),2,positive
2423,"Ok, thanks for the reply. Please sms me and let me know the roughtimeline for completion first, when you have that ready.",1,neutral
2424,"Hi, would you be able to come to my place? We're at The Warren,right outside Choa Chu Kang MRT. I can meet you at the lobby. How's2pm?",1,neutral
2425,Thanks very much. See you then.,2,positive
2426,"Sure, not a problem. If too tight can reschedule to another time. Thanks!",2,positive
2427,"Hi Colin, sorry effort the late reply. <#> th tuesday is difficultfor us. Would you be able to make it on the <#> th Wednesday? Wecould meet with you anytime during the day if you can come up to ourcurrent residence outside of Choa Chu Kang MRT, at The Warren.Thanks!",1,neutral
2428,"Hi Ricky, we're living at The Warren right outside Choa Chu Kang MRT. We can meet you at the lobby when you come.",1,neutral
2429,"Hi Yong Yu, I will be down in the lobby in <#> minutes. See youthen. If you will be late, please sms to let me know.",1,neutral
2430,"The Warren has only one lobby after the main entrance by theguardhouse. Our unit number is <#> , <#> Choa Chu Kang Loop incase you need it.",1,neutral
2431,"Yes, please come. Thanks!",1,neutral
2432,Should be ok. Thanks.,2,positive
2433,Should be ok.,1,neutral
2434,How about either tomorrow morning at about <#> or Sunday?,1,neutral
2435,"Hi Ricky, turns out Wednesday I will likely not be available.Perhaps Tuesday evening after 7pm? Will that work for you? Sorry forthe inconvenience! -Min",1,neutral
2436,"Hi Colin, turns out this wednesday daytime won't work well this week. Would you be free Wednesday evening to come up to The Warren after7pm to present your proposal?",1,neutral
2437,Thanks very much!,2,positive
2438,Take your time. 5pm meeting canceled by student. :-),0,negative
2439,Should be able to. Will confirm by tomorrow.,1,neutral
2440,"Yes, would you be free to come up around 4pm on Saturday?",1,neutral
2441,"Ricky, can you please let us know your portfolio from your company'swebsite? Thanks!",1,neutral
2442,"Yes, at the Warren. Thanks.",1,neutral
2443,"Hi Colin, on top of what we discussed yesterday, we would like you tochange your plan as follows: 1) swap 3rd level master bedroom andwalk-in wardrobe, 2) keep back porch area (I.e., don't extend the wetkitchen all the way to the neighbor's wall). Can we see you with thechanges on monday?",1,neutral
2444,Ok. He's getting up soon. Will bring him out.,1,neutral
2445,"Hi Ricky, we received your email and portfolio, thanks. We areinterested in working with you on our house reno, but your quotationis too high and exceeds our budget for the amount of work and spacerenovated. Would you be able to help lower the quote (especially theroof, others contractors have been much less, lower than 5k). Wecan't work with you unless you lower your quote.",1,neutral
2446,"Hi Ricky, thanks for your SMS reply. Sorry I've been unable to replyearlier. Our budget is about <#> k, and we'd like to do up the frontof the house (outside gate) too. Would a less expensive material workfor the roof? Out of all the proposals, we liked yours best and feelmost comfortable working with you. Could we meet up this week tobring your proposal closer to a contract?",1,neutral
2447,"Please start first. As in my email, Colin has declined the project,saying he is busy with some project overseas. I've sent Ricky an SMSreply.",1,neutral
2448,"Will check with you when we finalize the reno. I will keep an eyeout for your request. Thanks, -Min",1,neutral
2449,We likely can meet weeknights after 8pm this week. Will any of thesenights work for you?,1,neutral
2450,Should be fine. See you on Thursday then. Thanks!,2,positive
2451,"Hi Ricky, Can I know when (after 8pm) you are planning to come up toour place tonight to discuss the reno plans? Thanks!",1,neutral
2452,Please start first. Meeting Ricky downstairs at 8pm. Will be backabout <TIME> pm.,1,neutral
2453,"Hi Ricky, around <#> pm ok? We have a few points to clarify withyou and the pricing. Thanks!",1,neutral
2454,Ok. Should ve at your store in about <#> mins. :-) thanks,2,positive
2455,"Hi Alan, Min here. Please let me know when you arrived. The cafe isclosed, but I will be able to be at the forum coop very quickly.Thanks!",1,neutral
2456,Ok. Let me know when you are arriving. I'll meet you straight away.,1,neutral
2457,Will be there in 7 mins.,1,neutral
2458,"Tomorrow is better, today too many activities. Thanks.",2,positive
2459,"ok, <#> can?",1,neutral
2460,"Hi Auyong, we found some things in the master bedroom warbrodedrawer. I will send you the picture through email then. May I haveyour email address? Also, several letters came for you. Should Iredirect to your Henderson address? Finally for the fixtures, we areplanning on keeping most. Will let you know if any are to be disposedand can be given to you instead.",1,neutral
2461,"Hi Ricky, tomorrow we have to first be at the house for SP power tocome turn electricity at <#> am. So is it ok for us to come to IMMafter, say around <#> bloom? Please confirm when convenient.",1,neutral
2462,I will check and let you know.,1,neutral
2463,Just left school. Very busy day so couldn't leave earlier. Pleasestart first.,1,neutral
2464,Good timing! See you soon.,2,positive
2465,"Thursday, 2: <#> or <#> pm better for us. Ok with you? My wifeAlicia will be at home.",1,neutral
2466,"Hi Auyong, no problem. How about meeting at Choa Chu Kang MRT onSat/Sun if you're coming by mass transit, or at our current residenceat The Warren S( <#> ) if you are driving. Let me know which isbetter for you.",1,neutral
2467,Viewing cancelled. The unit is already sold.,1,neutral
2468,"Jogging today if not raining, so may be back late. Let you know later.",1,neutral
2469,"Sure, that is fine. Do u have an email address where I can forwardthe building info to? Thanks",1,neutral
2470,"Hi Shawn, please let me know their approximate arrival time so I canask the students to come down. Thanks!",1,neutral
2471,"Hi Auyong, any preference? This Saturday is a bit busy for us soplease let us know soon. We may have to go up to verde crescent inthe morning too, so might meet there. Please let us know. Thanks",1,neutral
2472,"Hi Auyong, will check now on our schedule and get back to youshortly. :-) thanks!",1,neutral
2473,"No problem. We may be inside, so just call me if no one answers thedoor. See you tomorrow!",2,positive
2474,"Yes, we're here. Call me when you arrive.",1,neutral
2475,"Hi Ricky, can we meet you tomorrow at <TIME> at your IMM branch? Thanks.",1,neutral
2476,"BTW, have yet to hear from your electrician or air con people. Alsowe'd like to check with you about the attic space, whether it needsBCA approval and the estimated cost. Thanks :-)",1,neutral
2477,"Sure, no problem. :-) happy to help. We are slated to more outright before the rental period expires, but would definitelyappreciate if Desmond can give us some leeway for moving out at apro-rated rate, if we need to extend due to renovation delays. Itwould certainly make our move to the new place less stressful.Thanks!",2,positive
2478,"Hi Ricky, any news from the air con guys? BTW, we are going to haveour own electrician staff come down after all. They will be coming tothe house on Sat, time TBA. Thanks!",1,neutral
2479,"Done with meeting, can pick you up from home or other place any time.",1,neutral
2480,"Hi Jiayu, my email is <EMAIL> . thanks!",2,positive
2481,"Hi Ricky, I did receive your guys electrical quote,but it did notitemize by area, so its impossible to decide what to take and what toforgo. I thought I forwarded it to you?",1,neutral
2482,"The aircon quote seems to use the old, original drawings. Is theestimate based on the new third floor? The quote specifies that the2nd floor should take less BTUs than the 3rs which is wrong. We arealso thinking of only doing the guest room on the 1st floor, no hall.Can you double check?",1,neutral
2483,"Finally, for the attic, can your guy design it as a trapdoor in theceiling? Then no other walls or doors on the attic level necessary.Thanks for your help!",1,neutral
2484,"Hi Sis, happy weekend ahead. Just wondering, do you know theconfirmed time when your guys are planning to go to the house? Needto confirm with the designer whether ok. Thanks!",1,neutral
2485,"Ok, will do. Am trying to confirm the timing for tomorrow and willtry to get the drawings to you for your consideration. In youradditional quote, why is the mirrors on the wardrobe chargeable? Ithought the wardrobe price was inclusive of any finishing. Is thatnot the case?",1,neutral
2486,Thanks. See you then.,2,positive
2487,Will do. Thanks. If we want other sink or wc than provided thenwhat's the method we should follow?,1,neutral
2488,"Ok, I see. Will discuss next time.",1,neutral
2489,"As for your feature wall design, we think your design is not quitethere and looks unfinished. I will repropose design and send to youfor your feedback. In particular, the partition and feature wall don'tlook connected or contiguous. Also, thought that you were going toconnect it to the cove light?",1,neutral
2490,"Finally, since the maid's bathroom is demolished, we need to enlargethe wet kitchen. Will send you the new layout shortly.",2,positive
2491,Will do. Thanks,1,neutral
2492,"Hi Sis, I've sent you the new wet kitchen layout according to ourdiscussion yesterday night to your yahoo account. Thanks for you andyour company's help again!",2,positive
2493,"Sure, can pass u keys tonight. Is that ok? Thanks! :-) :-)",1,neutral
2494,"Hi Sis, the padlock is <#> . Front door currently not locked.",1,neutral
2495,Ok. Will do. Thanks :-),2,positive
2496,"Hi Ricky, we'll meet you tomorrow at IMM at around <#> : <#> as usual?",1,neutral
2497,"I also tested a transfer to my premier account, but the test transferdidn't show up. Any idea why?",1,neutral
2498,"Hi Diane, thanks for your answer. If I go to the HSBC branch, do youknow how long it takes to have a cheque's funds clear?",1,neutral
2499,"Hi, you messaged me twice, but I'm not sure who you are. Can youcheck whether you sent to the correct person? Thanks.",1,neutral
2500,"Hi Ricky, can you get your people to take down the air con blower inthe 2nd floor old MBR? The electrical folks need it removed ASAP?Thanks!",1,neutral
2501,"Hi Ricky, never mind about the last SMS, the electrical folks figureda way around it. Thanks, and sorry for the hassle.",0,negative
2502,"Hi Sis, sorry but I don't know what a cct is. We don't have anyschematics or wiring diagrams of the house. The floorplan that youhave is the only blueprint that we know of. I will go back and doublecheck and let you know.",1,neutral
2503,Ok. That's perfect. No rush.,1,neutral
2504,Can you also let us know the cost for the attic door and whether thepartition can be built? Can you also send us the current floorplans?I still only have thee original ones.,1,neutral
2505,Ok. Thanks for the advice.,1,neutral
2506,"Ok, will try to pickup.",1,neutral
2507,"Hi Ricky, can you call Serene at KHK Asia <#> to arrange for theright timing to have the bathroom fixtures and 3rd floor bathtub andrain shower delivered? Thanks. Please note that the filler of thetub is the same as the waste itself (please ask serene to clarifyif unsure). The 2nd floor bathtub also will use a basin filler, asdiscussed earlier.",1,neutral
2508,Ok. Will do. Hope to lv ard 6 :-),2,positive
2509,Still stuck at nus waiting for bus :-( will left you know at CCK.,1,neutral
2510,"Hi Sue, just want to confirm valued coming up now, between <#> : <#> . Thanks",1,neutral
2511,"First, dont worry, you are first. Second, im so excited as well.",2,positive
2512,The same here!!,0,negative
2513,Im sending it to you with an email,1,neutral
2514,Ok. I have just parked. Ill be there in a minute,1,neutral
2515,"Ah, gotcha. I just thought from what you said you were gonna ride past or something.",1,neutral
2516,"Not so much constantly, but in random spurts throughout the day.",1,neutral
2517,"I bet. Not the refreshing sort, ay?",1,neutral
2518,I will. They're talking out back at the moment.,1,neutral
2519,It's so pretty!,2,positive
2520,It is. Calling me back.,1,neutral
2521,"Oh, good. Gonna go get dinner?",1,neutral
2522,Could very well be. :-) Any place else you'd fancy going?,1,neutral
2523,<3 I love you.,2,positive
2524,"Dosnt sound too good i dont think ill risk it, the walk will do me good anyway",2,positive
2525,"Hi recouped, online if you still fancy a natter",1,neutral
2526,"Ok just boarding now, guessing about an hour late x",1,neutral
2527,Hi the weather is bad so connection might be bad but wanna try skype? X,1,neutral
2528,Mornin do we need to bring our jackets back? X,1,neutral
2529,Thanx x,2,positive
2530,That sounds nice ta x,2,positive
2531,Hovis grannery pls x,1,neutral
2532,Can you call me x,1,neutral
2533,"so we will have to put a deposit on the house, to secure if...if those r the dates you want",1,neutral
2534,"i hear ya...i just got 2 new jobs...one teaching english classes for <#> minutes ...5 days a week, and stupidly i signed a contract for another book...i havent even finished the first one yet...but im on chap. <#> out of <#> ...there is progress",0,negative
2535,hheeehee...only if you buy him a beer Im sure!,1,neutral
2536,im sure his other drs said no no drinking (year right!,1,neutral
2537,what time are you going?,1,neutral
2538,see ya soon!,2,positive
2539,wht time do you work 2morrow?,1,neutral
2540,wyd,1,neutral
2541,iluvu,1,neutral
2542,oh ok i understand now,1,neutral
2543,yea well im glad you are making moves,2,positive
2544,I think it will do him good,2,positive
2545,what a pain in the,0,negative
2546,really what did he tell you den,0,negative
2547,are you going tomorrow to dat party thing,1,neutral
2548,have you read todays paper,1,neutral
2549,where is she going to stay then,1,neutral
2550,lol me too,2,positive
2551,cant decide what to wear,1,neutral
2552,Love you too papa :-),2,positive
2553,Grads are in <#>,1,neutral
2554,Heythank you again for last night!!,2,positive
2555,aw :),2,positive
2556,Who's doing AT?,1,neutral
2557,K no prob,1,neutral
2558,Well plan lol,1,neutral
2559,Not yet. At punggol. Still in cab. Sleep well honey.,1,neutral
2560,Ok. Just got off plane. :-),2,positive
2561,"Hi Ricky, are we supposed to meet up tomorrow? We can be at IMMtomorrow at <#> noon to find you. Otherwise let me know, thanks.-Min",1,neutral
2562,"Hi Ricky, we will be up in <#> mins.",1,neutral
2563,"Ok, thanks",1,neutral
2564,"Hi Ricky, we'll meet you at IMM tomorrow at <#> n. Thanks.",1,neutral
2565,On my way to IMM :-),1,neutral
2566,"Hi Sue, we won't know yet. Our reno is planning to finish on time,but we're not sure of whether it will finish on time. Does Desmondneed to know for certain now? We'll only know very close to the leaseend date. Otherwise, he can assume that we don't need the extension.Thanks!",1,neutral
2567,ok. Thanks.,1,neutral
2568,<#> that's his phone number. Thanks!,1,neutral
2569,"Hi Sue, thanks for the email. The rent due for extension to the <#>th (7 days) is <#> *7/ <#> = <DECIMAL> . I can pay this this week.Desmond still has our security deposit, so the remaining balance canbe refunded to us upon move out (ie., <#> . <#> ) or should we make aseparate payment?",1,neutral
2570,Ok. Will do tonight. Thanks for your quick response.,1,neutral
2571,"I've scheduled the payment for the extension at the end of this monthfor <DECIMAL> , in line with previous payments. Hope this is ok.:-)",2,positive
2572,"Thanks, we've checked it over. Looks correct. When will you becoming to collect the cheque?",1,neutral
2573,"Hi Shawn, Min here from NUS. You helped install NUS images to threedesktops for us abt 2 months ago. One machine has problems withproduct activation. Can you help by calling Anqi at <#> ? Thanks.",0,negative
2574,"If you're coming today, please come after 8pm, as I will only returnat that time. I need to sign the cheque. Otherwise if Friday morningmight be easier, we can give it to you then.",1,neutral
2575,Contact for 4 verse crescent. Ricky Sinna <#>,1,neutral
2576,"Ok, thanks for letting me know.",1,neutral
2577,"Hi Desmond, this is Mr Kan of 4 Verse Crescent. Thank you for takingmy call. We'll wait for your contact tomorrow, and will be happy togo into any detail regarding the carpentry.",1,neutral
2578,Ok. Thnx. :-),1,neutral
2579,"Ok, let us know what you think. Appreciate your time on a Sunday. Iwent back again today, and feel more upset with the woodwork. Hope youcan make it right.",0,negative
2580,Going for <#> min massage. Done around <TIME>,1,neutral
2581,"Not sure, will let you know later.",1,neutral
2582,Ok. At <TIME> pm? We can't be out past <TIME> curfew from ourbaby :-) see you there.,2,positive
2583,Hi Ricky. Any news? Waiting for your SMS...,1,neutral
2584,"Great, thanks! Please keep both me and Alicia updated as to thework scheduled, so we won't need to chase you for it. :-) thanks!",2,positive
2585,"Hi Ricky, chasing you. Can we know when the carpentry that wepreviously agreed on is going to be installed?",1,neutral
2586,"Hi Ricky, yes we did. We will reply soon, very busy with otherproblems right now.",1,neutral
2587,"Hi all, I will be late at least <#> mins. AS6 air con also out oforder. Will call when I arrive. Sorry!",1,neutral
2588,"Hi Huy, philip is already there on the fourth floor. You may want togo over to Com1 to talk instead.",1,neutral
2589,Perhaps. My life right now is quite unpredictable but sure lets try for it.,1,neutral
2590,"Hi Sue, sorry for the late reply. Yes, I did transfer the funds of<#> to Desmond on <#> Jun; its shown on my bank statement with thesame bank account number as for the May transfer. Hope that helps.",1,neutral
2591,"ok, I will check and add into the next payment. Thanks!",2,positive
2592,"Hi Sue, thanks. I have arranged a transfer of <#> to take effecttomorrow. That was already previously scheduled. I've now also sentthe remaining balance of <DECIMAL> to him.",1,neutral
2593,Got it. Thanks!,1,neutral
2594,"Ok, coming up. :-)",2,positive
2595,Ok. We'll let u know.,1,neutral
2596,"Hi Yipeng, are you with Low Wee and Shawn? We are at Lot 1 already,just want to check on your ETA. Thanks!",1,neutral
2597,"Thanks, Alexia. Hope I wont need to bother either of you tomorrow.:-) cheers.",2,positive
2598,They've just arrived. Thanks for the quick action.,2,positive
2599,The caterer doesn't have enough coffee to get us throguh the nifty soI will try to call McDonald s after 2am for another run for coffee.Hope that's ok.,1,neutral
2600,K. Will do. Thanks for your support and arrangements. Appreciate it!,2,positive
2601,"Hi Zit Seng, Min here. Wireless connection may be a problem. Someteams are now on very slow connections. But we are not sure why. Wallstreet journal and engadget are not loading properly as are problemswith the connection to Elseviers systems. Can you check on it?Thanks!",1,neutral
2602,"Hi wai ping, the problem seems to have resolved itself. Sorry forbugging you. Thanks",0,negative
2603,"Hi zit seng, the problem seems to have resolved itself. Sorry forbugging you. Thanks",0,negative
2604,"Yup, thanks!",2,positive
2605,"Thanks, will do.:-)",2,positive
2606,"Hi alexia, We've figured out an alternate method for the gifts andhonorarium. So no need to come.",0,negative
2607,No prob. I see you ll be here in 2 mins,1,neutral
2608,Ok. Not sure yet,1,neutral
2609,"Yes, he is based on my floor. I will met with him next week on other matters.",1,neutral
2610,"Hi Richard, this is mr kan whom you called today. I've emailed theIC to <EMAIL> please let me know if there are any problems.",1,neutral
2611,Not meeting ricky today. Meet tomorrow evening 6pm. Most thingsscheduled. Will talk to you tonnight.,1,neutral
2612,"Hi ricky, sorry missed out discussing with you items 5 & 6 on glassmeasurement. Need to confirm with you that they are coming on <#> ndmonday evening. Is that confirmed?",1,neutral
2613,Ok. Thanks. :-),2,positive
2614,Ok. Thanks for the info on the wallpaper. :-),2,positive
2615,"Hi sue, Min here, from Desmond's unit at the Warren. Can I checkwith you whether Desmond let you know whether he wants us to take anyof his furniture he doesn't want? Otherwise we'll just assume hewants to keep all of his belongings. Thanks.",1,neutral
2616,I will try. Will the house be open?,1,neutral
2617,Waiting for bus. Hope to reach home at <TIME>,1,neutral
2618,"Hi ricky, I misread Alicia 's earlier email. The grass is ok, noneed to order more grass. She wrote that I should ask you to make surethat the front yard drain cover is also replaced with the new coversthat you are swapping in on Wednesday. Also, the 1st guest window canbe the naco type, can you get a similar color to the existing? FinallyI forgot when the metal support for the backyard drain is coming.Thanks.",1,neutral
2619,Bac,1,neutral
2620,Sorry again for the cancellation. I know Philip made a specialeffort to come today. I hope he will feel that Bac's work is ontrack. Can you send the email report later?,0,negative
2621,"Ricky, can you call me when you are free? I need to tell you theglass measurement, and find out about the timing foe the glassmeasurement and the parquet and marble polishing. Thanks.",1,neutral
2622,Can I just double check that after polishing can use right away? Noneed to wait a day before stepping on it?,1,neutral
2623,"jin, did you guys manage to present to the class? I saw it was movedto nmrc. I didn't pass this info on to you yesterday, that was myfault. :-(",1,neutral
2624,Bought car coupon allready. :-),2,positive
2625,"Ricky, can you schedule a general house cleaning any day beforeMonday for us? Also, when your guys come can you make sure they closeall the doors? Yesterday we saw that they also didn't close the glassdoor properly. Thanks!",1,neutral
2626,"Hi dear, ricky would like to know the spray back glass color. Is itwhite for both dry and wet or a different combination? Can you let meknow or talk to ricky? I told him both white unless we change it withhim today.",1,neutral
2627,"Ok. I will tell him that, to be the same as the wall color. Thanks.",1,neutral
2628,I got your forms. Thanks. I'm heading out for the day. And willhave to submit the IRB tomorrow.,2,positive
2629,Will be late. Around <TIME> . I can eat after we go to IFC or tradehub if we want to go buy the coffee table. Was hit by unexpectedmeetings.,1,neutral
2630,"Hi Ricky, did you sand down the bathtub today, and did the tilerre-seal the bathtub? I seem to remember that these should happentoday.",1,neutral
2631,"Hi dear, any big problems today? Hope everything is going almostaccording to plan. :-)",2,positive
2632,"Hi ricky, we discovered that your chemical washing crew missed thewalls of the 3rd floor master bath. Can you help schedule a rewash onMonday?",1,neutral
2633,"Hi Sue, we've mostly moved out of the unit today. Do advise how wecan handover the unit on the 1st or later.",1,neutral
2634,Let me check my schedule tomorrow. Should be ok.,1,neutral
2635,Can you grab me some cigs bud.,1,neutral
2636,You still awake?,1,neutral
2637,I miss you.,2,positive
2638,"That was fun, lol.",2,positive
2639,Hey gimme a call when you get a chance.,1,neutral
2640,How ya doin' sweetie. ;),2,positive
2641,love ya.,2,positive
2642,"kk, i will.",2,positive
2643,"Hi ricky, need to check wig you about some issues. 1) bathtubsanding, when is it scheduled, 2) drainage in many parts of the houseis too slow, 3) dry kitchen pipe leaking, 4) neighbor's wall repairand paint. Can you update me on these later?",1,neutral
2644,Can i get an update from you on the things I asked about earlier? Thanks,1,neutral
2645,At crystal.jade already seated. Andrew here. Take your time.,1,neutral
2646,Eating now. Come down soon. :-),2,positive
2647,"Hi Ricky, can I get the *confirmed* timing for the painter? Thank you.",1,neutral
2648,"Oops, forgot two more. 7) house number gold sticker, 8) tiler'smaster bath access door coming apart. Thanks.",1,neutral
2649,"Thee bathtub guys can comes anytime this week, preferably onwednesday. As for the painter, just let me know. Also I still needthe color scheme for the house from you for my records. Finally, howabout the other items? Thanks",1,neutral
2650,Please start without me. Only able to leave school now.,0,negative
2651,"Hi Ricky, can I get a firm date and time for the bathtub polishing?We are still waiting for your people to fix this outstanding itemsince 3 weeks now. Also what about the other items that I mentionedearlier? Please reply. Thanks",1,neutral
2652,Still don't know. Probably not. Will chase.,1,neutral
2653,Bathtub probably Wednesday. Will confirm later.,1,neutral
2654,"Do you want me to try to arrange for bathtub on Thursday instead, sothat we can get other things done tomorrow?",1,neutral
2655,Did you order the pizza already? Will be back around 8,1,neutral
2656,Ok. Wait for me then,1,neutral
2657,Ok. Sorry.,0,negative
2658,Can you put another day? As said no one will be around on Thursdayand your guys cannot get in.,1,neutral
2659,"Art clementi running errands . Going to da bao crystal jade. :-) no pork, ok?",1,neutral
2660,Or I can get Nasi for Wahni,1,neutral
2661,"Hi Ricky, I need to check with you about the outstanding issues. 1)soil for the backyard, 2) paint touch up and 3) plastic edge for thesliding glass door, 4) bathtub sanding, 5) gold color for house number(the glass people says the existing is sandblasted not a sticker), 6)tiler's access door to be reconstructed, 7) please send me the colorscheme for the house. Finally, can you tell me about my neighbor'spaint progress? Thanks.",1,neutral
2662,Any news?,1,neutral
2663,"Msg 37: from <3752a4ca0fb31b06b860fa9bc47d8df487f52cf1f07d98dd> , to<cbe613097f93658987f52cf1f07d98dd> , ""2011.09.22 11:40:16",1,neutral
2664,Ok. Will try to reach by 5pm. :-),2,positive
2665,In line <#>,1,neutral
2666,Ok. No prob :-),2,positive
2667,"Hi, can I get the promised update about when the contractors arecoming? Wednesday is ok this week.",1,neutral
2668,"Hi shir, I'm here.",1,neutral
2669,He's getting tired. Maybe another <#> mins,1,neutral
2670,please start. Leaving now. Need to get petrol.,1,neutral
2671,I'm at the food court.,1,neutral
2672,"leaving at 7+. Let me know whether to da bao, otherwise will justcome home to take you out for dinner.",1,neutral
2673,"<#> Boonlay Way # <#> Tradehub <#> S <#> .. Hi! Sir, just mentionmy name..and Company..Thank you..",1,neutral
2674,"Msg 54: from <3752a4ca0fb31b06b860fa9bc47d8df487f52cf1f07d98dd> , to<8c0a99aa600c281987f52cf1f07d98dd> , ""2011.10.01 09:39:25",1,neutral
2675,"Sorry missed your call. We figured it out, we had someone else's carkeys by accident. Thanks for calling back!",1,neutral
2676,From Ricky. Hi sir! They can come today..after 4 pm..Thank you..,1,neutral
2677,Any or nee or other orders for da pao?,1,neutral
2678,"Msg 58: from <3752a4ca0fb31b06b860fa9bc47d8df487f52cf1f07d98dd> , to<acef5ca33641dcec87f52cf1f07d98dd> , ""2011.10.05 08:13:36",1,neutral
2679,I you have an email address please let me know. Otherwise will sendto enquiries @ azora,1,neutral
2680,"Hi ing Cheong, thanks. Will you be at tradehub <#> tomorrow so thatwe can consult with you? Any particular timing?",1,neutral
2681,Please start first. Only leaving now and need to get petrol.,1,neutral
2682,Call me if you get this. I can da bao if you want.,1,neutral
2683,I'm in Harvey Norman,1,neutral
2684,All done. Waiting for you.,2,positive
2685,"Good morning, how about Saturday at <#> am?",1,neutral
2686,"Great, thanks!",2,positive
